Date,USD_INR,EUR_INR,GBP_INR,JPY_INR
2011-08-03,44.263,62.905,72.088,0.5732
2011-08-04,44.313,63.389,72.656,0.5759
2011-08-05,44.563,63.003,72.717,0.5635
2011-08-08,44.733,63.259,73.326,0.565
2011-08-09,45.003,64.023,73.544,0.5796
2011-08-10,45.203,64.317,73.216,0.5853
2011-08-11,45.248,64.15,73.519,0.5915
2011-08-12,45.293,64.377,73.438,0.5899
2011-08-15,45.393,64.674,73.891,0.5919
2011-08-16,45.233,65.312,74.091,0.589
2011-08-17,45.253,65.101,74.394,0.5899
2011-08-18,45.303,65.449,75.022,0.5925
2011-08-19,45.71,65.374,75.266,0.5974
2011-08-22,45.663,65.719,75.547,0.5965
2011-08-23,45.61,65.535,75.111,0.5941
2011-08-24,45.54,65.641,75.061,0.5943
2011-08-25,45.94,66.204,75.188,0.5965
2011-08-26,46.01,66.165,74.937,0.5934
2011-08-29,46.153,66.675,75.181,0.5998
2011-08-30,45.85,66.51,75.137,0.5958
2011-08-31,45.94,66.248,74.854,0.599
2011-09-01,45.74,65.765,74.337,0.5964
2011-09-02,45.7,65.2,73.972,0.5943
2011-09-05,45.738,64.883,74.155,0.5949
2011-09-06,45.984,64.775,74.172,0.5975
2011-09-07,46.04,64.419,73.42,0.5924
2011-09-08,46.04,64.907,73.616,0.596
2011-09-09,46.13,64.287,73.864,0.5958
2011-09-12,46.643,63.672,74.081,0.6028
2011-09-13,47.16,64.201,74.607,0.6105
2011-09-14,47.46,65.064,75.078,0.6174
2011-09-15,47.56,65.438,75.01,0.6206
2011-09-16,47.5,66.002,75.093,0.6197
2011-09-19,47.17,65.044,74.482,0.6138
2011-09-20,47.723,64.992,74.739,0.6232
2011-09-21,47.91,65.658,75.391,0.6266
2011-09-22,48.21,65.948,75.106,0.6295
2011-09-23,49.473,66.456,76.243,0.6477
2011-09-26,49.343,66.625,76.322,0.6442
2011-09-27,49.4,66.49,76.708,0.6461
2011-09-28,48.81,66.354,76.309,0.6361
2011-09-29,48.75,66.059,76.026,0.6367
2011-09-30,48.86,66.413,76.448,0.6369
2011-10-03,49.05,65.678,76.445,0.6367
2011-10-04,49.1,64.775,75.869,0.6405
2011-10-05,49.303,64.049,76.291,0.6418
2011-10-06,49.15,65.587,76.005,0.6404
2011-10-07,49.04,65.873,75.701,0.64
2011-10-10,48.893,65.996,76.08,0.6421
2011-10-11,48.813,66.724,76.533,0.6361
2011-10-12,49.238,66.03,76.706,0.6317
2011-10-13,48.91,67.52,77.136,0.6329
2011-10-14,49.2,67.518,77.406,0.6396
2011-10-17,48.893,67.766,77.288,0.632
2011-10-18,48.9,67.277,77.069,0.6364
2011-10-19,49.24,67.88,77.528,0.6413
2011-10-20,49.01,67.379,77.274,0.6381
2011-10-21,49.86,68.678,78.739,0.6489
2011-10-24,49.823,69.234,79.485,0.6547
2011-10-25,49.55,69.028,79.231,0.6514
2011-10-26,49.41,68.712,79.043,0.6506
2011-10-27,49.36,68.638,78.793,0.6479
2011-10-28,49.79,70.741,80.239,0.6554
2011-10-31,48.628,68.806,78.393,0.6416
2011-11-01,48.673,67.727,78.624,0.6237
2011-11-02,49.258,67.319,78.463,0.6282
2011-11-03,49.123,67.382,78.66,0.628
2011-11-04,49.048,67.557,78.567,0.6285
2011-11-07,48.993,67.275,78.472,0.6234
2011-11-08,48.91,67.387,78.481,0.6265
2011-11-09,49.31,68.23,79.473,0.6346
2011-11-10,50.05,68.038,79.854,0.6436
2011-11-11,49.96,68.033,79.701,0.6436
2011-11-14,50.033,68.866,80.445,0.6496
2011-11-15,50.368,68.543,80.065,0.6533
2011-11-16,50.623,68.322,80.019,0.6567
2011-11-17,50.703,68.313,80.022,0.6571
2011-11-18,50.948,68.824,80.363,0.6611
2011-11-21,51.228,69.188,80.917,0.6652
2011-11-22,52.058,70.334,81.427,0.6757
2011-11-23,52.483,70.786,82.091,0.6804
2011-11-24,52.258,69.696,81.308,0.6744
2011-11-25,52.063,69.38,80.901,0.6746
2011-11-28,52.228,69.096,80.773,0.6714
2011-11-29,51.943,68.4731,80.582,0.6596
2011-11-30,51.903,69.169,81.104,0.6659
2011-12-01,51.73,69.592,81.252,0.6668
2011-12-02,51.3,69.174,80.505,0.66
2011-12-05,51.103,68.33,79.611,0.6556
2011-12-06,51.2,68.571,80.093,0.6583
2011-12-07,51.2,68.63,79.852,0.6588
2011-12-08,51.6,69.181,81.039,0.6644
2011-12-09,51.7,68.872,80.772,0.6653
2011-12-12,51.868,69.263,81.19,0.6678
2011-12-13,52.65,69.444,82.055,0.676
2011-12-14,53.1,69.208,82.199,0.6809
2011-12-15,53.71,69.708,83.079,0.6882
2011-12-16,53.21,69.26,82.534,0.683
2011-12-19,52.493,68.493,81.61,0.6758
2011-12-20,52.7,68.56,81.816,0.676
2011-12-21,52.71,68.952,82.586,0.6777
2011-12-22,52.393,68.239,82.059,0.671
2011-12-23,52.51,68.499,82.333,0.6716
2011-12-26,52.783,68.866,82.278,0.6754
2011-12-27,52.7,68.882,82.37,0.6763
2011-12-28,52.85,69.064,82.81,0.6788
2011-12-29,52.86,68.374,81.679,0.6783
2011-12-30,53.0,68.709,81.705,0.6828
2012-01-02,53.008,68.693,82.287,0.6885
2012-01-03,53.298,68.794,82.502,0.6923
2012-01-04,53.05,69.235,83.007,0.6917
2012-01-05,52.85,68.271,82.555,0.6885
2012-01-06,52.76,67.464,81.749,0.684
2012-01-09,52.673,66.955,81.177,0.6841
2012-01-10,52.38,66.871,80.989,0.6815
2012-01-11,51.6,65.892,79.887,0.6715
2012-01-12,51.75,65.706,79.302,0.6732
2012-01-13,51.45,66.033,78.918,0.6705
2012-01-16,51.433,65.212,78.783,0.6688
2012-01-17,51.38,65.023,78.676,0.6684
2012-01-18,50.65,64.538,77.667,0.6593
2012-01-19,50.36,64.717,77.681,0.6556
2012-01-20,50.303,65.212,77.906,0.6523
2012-01-23,50.223,65.024,78.049,0.6524
2012-01-24,49.84,64.937,77.614,0.6475
2012-01-25,50.0,65.08,78.021,0.6435
2012-01-26,50.0,65.553,78.34,0.6434
2012-01-27,52.493,68.304,81.34,0.6752
2012-01-30,49.388,65.291,77.626,0.6441
2012-01-31,52.493,65.095,81.34,0.6752
2012-02-01,49.5,64.781,78.024,0.6495
2012-02-02,49.01,64.48,77.581,0.643
2012-02-03,49.0,64.401,77.434,0.6437
2012-02-06,48.653,63.695,76.974,0.6357
2012-02-07,49.053,64.287,77.477,0.6399
2012-02-08,49.043,64.973,78.032,0.6386
2012-02-09,49.148,65.046,77.616,0.637
2012-02-10,49.488,65.659,78.172,0.6368
2012-02-13,49.353,65.06,77.739,0.6356
2012-02-14,49.188,64.626,77.253,0.6339
2012-02-15,49.358,64.734,77.37,0.6289
2012-02-16,49.283,64.276,77.223,0.6272
2012-02-17,49.283,64.628,77.806,0.6246
2012-02-20,49.318,64.803,78.069,0.6202
2012-02-21,49.148,64.832,77.702,0.6168
2012-02-22,49.303,65.236,77.76,0.6168
2012-02-23,49.218,65.168,77.043,0.6125
2012-02-24,49.093,65.575,77.204,0.6136
2012-02-27,49.008,65.904,77.852,0.6051
2012-02-28,49.173,65.919,77.842,0.6111
2012-02-29,49.068,66.066,78.032,0.609
2012-03-01,49.003,65.223,77.939,0.6021
2012-03-02,49.198,65.456,78.411,0.6058
2012-03-05,49.518,65.373,78.397,0.6055
2012-03-06,49.833,65.843,79.02,0.6107
2012-03-07,50.358,65.972,79.061,0.6232
2012-03-08,50.278,65.995,79.013,0.6175
2012-03-09,50.073,66.389,79.148,0.613
2012-03-12,49.753,65.296,77.904,0.6036
2012-03-13,49.968,65.722,78.122,0.6059
2012-03-14,49.83,65.219,78.315,0.601
2012-03-15,49.908,64.912,78.056,0.5944
2012-03-16,50.378,65.811,79.029,0.6027
2012-03-19,50.133,65.982,79.352,0.6009
2012-03-20,50.228,66.373,79.707,0.6017
2012-03-21,50.388,66.633,79.836,0.6015
2012-03-22,50.628,66.844,80.261,0.6076
2012-03-23,51.12,67.504,80.896,0.6195
2012-03-26,51.168,66.766,79.864,0.6112
2012-03-27,51.023,68.096,81.362,0.6142
2012-03-28,50.678,67.476,80.762,0.6094
2012-03-29,50.773,67.584,80.596,0.6123
2012-03-30,51.338,68.281,81.839,0.6232
2012-04-02,50.868,67.863,81.386,0.6143
2012-04-03,50.868,67.749,81.493,0.6227
2012-04-04,50.25,66.808,80.33,0.6099
2012-04-05,51.108,67.108,81.186,0.6192
2012-04-06,51.033,66.61,80.7,0.6195
2012-04-09,51.033,66.61,80.69,0.6194
2012-04-10,51.05,66.994,81.201,0.6254
2012-04-11,51.473,67.225,81.518,0.637
2012-04-12,51.458,67.434,81.852,0.6346
2012-04-13,51.228,67.496,81.675,0.6323
2012-04-16,51.543,67.333,80.615,0.6292
2012-04-17,51.668,67.751,82.036,0.642
2012-04-18,51.468,67.53,81.953,0.6342
2012-04-19,51.788,67.87,82.883,0.6362
2012-04-20,52.138,68.457,83.647,0.6381
2012-04-23,52.068,68.757,83.859,0.6384
2012-04-24,52.498,68.967,84.532,0.6466
2012-04-25,52.673,69.439,84.946,0.6465
2012-04-26,52.538,69.448,84.869,0.6457
2012-04-27,52.403,69.046,84.677,0.6457
2012-04-30,52.538,69.563,85.466,0.6545
2012-05-01,52.658,69.647,85.399,0.6597
2012-05-02,52.53,69.476,85.241,0.6554
2012-05-03,52.958,69.55,85.667,0.6601
2012-05-04,53.408,70.185,86.38,0.665
2012-05-07,53.468,69.955,86.38,0.6694
2012-05-08,52.903,69.021,85.575,0.6611
2012-05-09,53.118,68.945,85.674,0.6643
2012-05-10,53.818,69.548,86.756,0.6744
2012-05-11,53.253,68.81,85.833,0.6659
2012-05-14,53.628,69.104,86.112,0.6693
2012-05-15,53.958,69.157,86.766,0.6749
2012-05-16,53.788,68.425,85.888,0.6689
2012-05-17,54.488,69.289,86.655,0.6773
2012-05-18,54.468,69.084,85.881,0.685
2012-05-21,54.418,69.5,86.004,0.6883
2012-05-22,55.028,70.434,86.998,0.6922
2012-05-23,55.388,70.061,87.195,0.6914
2012-05-24,55.993,70.259,87.711,0.7043
2012-05-25,55.56,69.681,87.047,0.6978
2012-05-28,55.368,69.307,86.639,0.6948
2012-05-29,55.368,69.429,86.603,0.6949
2012-05-30,55.668,69.38,86.936,0.6993
2012-05-31,56.228,69.505,86.962,0.7112
2012-06-01,56.078,69.241,86.233,0.7133
2012-06-04,55.538,68.984,85.323,0.7121
2012-06-05,55.648,69.597,85.566,0.7094
2012-06-06,55.638,69.265,85.498,0.7059
2012-06-07,55.358,69.536,85.594,0.6976
2012-06-08,54.938,68.972,85.188,0.6885
2012-06-11,55.418,69.298,85.754,0.697
2012-06-12,55.658,69.373,86.097,0.7011
2012-06-13,55.798,69.687,86.765,0.7007
2012-06-14,55.678,69.938,86.326,0.7007
2012-06-15,55.798,70.388,86.69,0.7017
2012-06-18,55.388,69.925,86.157,0.7029
2012-06-19,55.903,70.347,87.595,0.7068
2012-06-20,55.948,70.868,87.855,0.7069
2012-06-21,56.148,71.196,88.183,0.7069
2012-06-22,56.298,70.563,87.721,0.7029
2012-06-25,57.118,71.737,88.936,0.7102
2012-06-26,57.008,71.212,88.655,0.7151
2012-06-27,57.008,71.112,89.039,0.7167
2012-06-28,56.85,70.865,88.483,0.7131
2012-06-29,56.798,70.594,88.053,0.7153
2012-07-02,55.503,70.21,87.076,0.6954
2012-07-03,55.428,69.655,86.877,0.6969
2012-07-04,54.358,68.442,85.183,0.68
2012-07-05,54.478,68.122,84.808,0.6807
2012-07-06,54.938,67.994,85.226,0.6871
2012-07-09,55.403,68.085,85.822,0.6954
2012-07-10,55.843,68.713,86.619,0.7011
2012-07-11,55.388,67.804,85.855,0.6971
2012-07-12,55.618,68.041,86.171,0.698
2012-07-13,55.928,68.119,86.187,0.7043
2012-07-16,55.138,67.47,85.88,0.6961
2012-07-17,55.048,67.451,85.919,0.6976
2012-07-18,55.098,67.672,86.217,0.6959
2012-07-19,55.313,67.836,86.454,0.7012
2012-07-20,55.118,67.594,86.537,0.6992
2012-07-23,55.318,67.181,86.421,0.7049
2012-07-24,55.963,67.772,86.742,0.7138
2012-07-25,56.108,67.606,86.872,0.7175
2012-07-26,56.158,68.107,86.877,0.7181
2012-07-27,55.518,68.096,86.985,0.7081
2012-07-30,55.248,67.986,86.994,0.7044
2012-07-31,55.423,67.872,86.992,0.7088
2012-08-01,55.648,68.334,87.106,0.7115
2012-08-02,55.468,67.824,86.131,0.7069
2012-08-03,55.838,67.95,86.562,0.7132
2012-08-06,55.748,68.985,87.124,0.7097
2012-08-07,55.518,68.716,86.462,0.7092
2012-08-08,55.063,68.133,85.896,0.6998
2012-08-09,55.418,68.5,86.731,0.706
2012-08-10,55.268,67.87,86.283,0.7022
2012-08-13,55.278,67.857,86.619,0.7054
2012-08-14,55.338,68.138,86.656,0.7056
2012-08-15,55.648,68.512,87.14,0.7052
2012-08-16,55.648,68.309,87.156,0.7036
2012-08-17,55.618,68.667,87.44,0.7011
2012-08-20,55.728,68.691,87.485,0.7004
2012-08-21,55.498,68.477,87.093,0.6988
2012-08-22,55.363,69.002,87.26,0.6983
2012-08-23,55.493,69.027,87.496,0.7064
2012-08-24,55.258,69.336,87.529,0.7023
2012-08-27,55.498,69.442,87.715,0.7056
2012-08-28,55.688,69.542,87.844,0.7063
2012-08-29,55.663,69.894,87.983,0.7077
2012-08-30,55.623,69.624,87.943,0.7058
2012-08-31,55.628,69.517,87.731,0.7075
2012-09-03,55.518,69.734,88.087,0.7085
2012-09-04,55.528,69.816,88.09,0.708
2012-09-05,55.648,69.681,88.194,0.7084
2012-09-06,55.903,70.354,88.805,0.712
2012-09-07,55.658,70.231,88.586,0.7048
2012-09-10,55.358,70.877,88.519,0.7073
2012-09-11,55.438,70.676,88.568,0.7079
2012-09-12,55.338,71.047,88.835,0.7108
2012-09-13,55.208,71.156,88.834,0.7086
2012-09-14,55.418,71.934,89.43,0.7131
2012-09-17,54.298,71.277,88.058,0.692
2012-09-18,54.008,70.726,87.634,0.6858
2012-09-19,54.018,70.398,87.641,0.6851
2012-09-20,54.018,70.471,87.6,0.6884
2012-09-21,54.258,70.318,87.929,0.6931
2012-09-24,53.358,69.191,86.594,0.6829
2012-09-25,53.468,69.119,86.675,0.6859
2012-09-26,53.358,68.756,86.312,0.6857
2012-09-27,53.508,68.845,86.461,0.6879
2012-09-28,53.008,68.371,85.948,0.6822
2012-10-01,52.848,67.1597,85.331,0.6782
2012-10-02,52.398,67.449,84.417,0.6707
2012-10-03,52.398,67.58,84.42,0.6691
2012-10-04,52.153,67.324,83.879,0.6641
2012-10-05,51.738,67.253,83.649,0.6582
2012-10-08,51.908,67.587,83.661,0.6598
2012-10-09,52.638,68.222,84.29,0.6715
2012-10-10,52.718,67.722,84.231,0.6732
2012-10-11,53.043,68.132,84.81,0.6786
2012-10-12,52.668,68.045,84.427,0.671
2012-10-15,52.803,68.396,84.878,0.6734
2012-10-16,53.013,68.671,85.162,0.6722
2012-10-17,52.868,69.226,85.174,0.6697
2012-10-18,52.868,69.252,85.208,0.668
2012-10-19,53.408,69.728,85.661,0.6728
2012-10-22,53.838,70.041,86.077,0.6786
2012-10-23,53.468,69.823,85.574,0.6678
2012-10-24,53.718,69.62,85.582,0.6722
2012-10-25,53.733,69.594,86.042,0.6723
2012-10-26,53.548,69.201,86.209,0.6667
2012-10-29,53.548,69.231,86.163,0.6722
2012-10-30,54.078,69.725,86.599,0.6772
2012-10-31,53.958,69.872,86.645,0.6765
2012-11-01,53.878,69.779,86.828,0.6739
2012-11-02,53.653,69.386,86.463,0.6682
2012-11-05,53.808,68.997,86.129,0.6688
2012-11-06,54.588,69.799,87.163,0.6802
2012-11-07,54.418,69.622,86.92,0.6771
2012-11-08,54.198,69.075,86.523,0.6772
2012-11-09,54.358,69.203,86.766,0.6832
2012-11-12,54.588,68.5,86.783,0.678
2012-11-13,54.878,69.66,87.031,0.6886
2012-11-14,54.878,69.682,87.031,0.6899
2012-11-15,54.803,69.69,86.724,0.6826
2012-11-16,54.698,69.852,86.683,0.6735
2012-11-19,55.158,70.217,87.621,0.6785
2012-11-20,55.058,70.233,87.416,0.6759
2012-11-21,55.098,70.537,87.665,0.6734
2012-11-22,55.108,70.823,87.912,0.6666
2012-11-23,55.208,71.007,87.901,0.6695
2012-11-26,55.443,71.874,88.906,0.6728
2012-11-27,55.636,72.181,89.112,0.6786
2012-11-28,55.448,71.668,88.747,0.6748
2012-11-29,55.703,72.076,89.118,0.6773
2012-11-30,54.838,71.068,87.865,0.6668
2012-12-03,54.258,70.563,86.769,0.658
2012-12-04,54.768,71.481,86.769,0.6659
2012-12-05,54.673,71.543,87.945,0.6675
2012-12-06,54.538,71.208,87.672,0.6609
2012-12-07,54.133,70.094,86.788,0.656
2012-12-10,54.338,70.169,87.139,0.6589
2012-12-11,54.488,70.425,87.491,0.6609
2012-12-12,54.258,70.522,87.364,0.6568
2012-12-13,54.318,70.901,87.554,0.652
2012-12-14,54.458,71.147,87.663,0.6503
2012-12-17,54.438,70.0,86.006,0.6369
2012-12-18,54.848,72.126,88.785,0.6529
2012-12-19,54.848,72.488,89.044,0.6496
2012-12-20,54.548,72.009,88.556,0.647
2012-12-21,54.848,72.532,89.167,0.649
2012-12-24,55.058,72.532,88.944,0.6536
2012-12-25,54.948,72.364,88.536,0.647
2012-12-26,55.008,72.424,88.646,0.6463
2012-12-27,54.838,72.461,88.342,0.6393
2012-12-28,54.942,72.714,88.445,0.6346
2012-12-31,54.753,72.361,88.428,0.6359
2013-01-01,54.993,72.512,89.372,0.6335
2013-01-02,54.678,72.093,88.741,0.6307
2013-01-03,54.348,71.574,88.209,0.622
2013-01-04,54.498,70.905,87.539,0.6204
2013-01-07,54.88,71.723,88.2,0.6223
2013-01-08,55.218,72.395,88.948,0.632
2013-01-09,54.988,71.862,88.212,0.6322
2013-01-10,54.748,71.4,87.586,0.6204
2013-01-11,54.558,72.35,88.098,0.6107
2013-01-14,54.868,73.143,88.412,0.6147
2013-01-15,54.493,72.822,87.512,0.6084
2013-01-16,54.613,72.617,87.705,0.6147
2013-01-17,54.688,72.602,87.409,0.6163
2013-01-18,54.348,72.601,86.742,0.6044
2013-01-21,53.738,71.506,84.673,0.5911
2013-01-22,53.768,71.497,85.057,0.5994
2013-01-23,53.808,71.559,85.124,0.6071
2013-01-24,53.668,71.345,84.874,0.6053
2013-01-25,53.678,71.689,84.636,0.5922
2013-01-28,53.793,72.411,85.012,0.5917
2013-01-29,53.908,72.425,84.538,0.5953
2013-01-30,53.758,72.449,84.574,0.5915
2013-01-31,53.303,72.259,84.11,0.5851
2013-02-01,53.213,72.355,84.366,0.5797
2013-02-04,53.163,72.533,83.445,0.5735
2013-02-05,53.283,71.923,83.856,0.5775
2013-02-06,53.133,72.105,83.153,0.5672
2013-02-07,53.153,71.811,83.161,0.5681
2013-02-08,53.218,71.183,83.509,0.5677
2013-02-11,53.588,71.547,84.612,0.5773
2013-02-12,53.958,72.249,84.388,0.5723
2013-02-13,53.848,72.374,84.328,0.5766
2013-02-14,53.818,72.285,83.501,0.5764
2013-02-15,53.918,71.921,83.436,0.5795
2013-02-18,54.318,72.518,84.285,0.5809
2013-02-19,54.178,72.243,83.764,0.578
2013-02-20,54.163,72.481,83.477,0.5775
2013-02-21,54.068,71.697,82.249,0.5768
2013-02-22,54.468,71.789,83.036,0.5842
2013-02-25,54.273,71.523,82.289,0.581
2013-02-26,53.863,70.323,81.603,0.5824
2013-02-27,54.088,70.598,81.743,0.5864
2013-02-28,53.858,70.793,81.607,0.5828
2013-03-01,54.363,70.935,82.349,0.5866
2013-03-04,54.898,71.416,82.496,0.5867
2013-03-05,54.858,71.428,82.905,0.5867
2013-03-06,54.918,71.586,83.033,0.5881
2013-03-07,54.713,70.936,81.954,0.5819
2013-03-08,54.558,71.457,81.894,0.5742
2013-03-11,54.343,70.608,81.019,0.5655
2013-03-12,54.408,70.831,81.01,0.5625
2013-03-13,54.142,70.463,80.612,0.5643
2013-03-14,54.363,70.375,81.043,0.5654
2013-03-15,54.353,70.656,81.934,0.5658
2013-03-18,54.023,70.583,81.658,0.5669
2013-03-19,54.073,69.924,81.544,0.5665
2013-03-20,54.368,69.865,81.982,0.5713
2013-03-21,54.35,70.229,81.915,0.5654
2013-03-22,54.278,69.975,82.314,0.5713
2013-03-25,54.343,70.509,82.759,0.575
2013-03-26,54.168,69.584,82.13,0.5758
2013-03-27,54.363,69.837,82.333,0.5739
2013-03-28,54.388,69.407,82.195,0.5759
2013-03-29,54.388,69.491,82.195,0.5759
2013-04-01,54.278,69.489,82.372,0.5756
2013-04-02,54.25,69.685,82.639,0.5816
2013-04-03,54.423,69.697,82.132,0.5824
2013-04-04,54.428,69.869,82.305,0.5854
2013-04-05,54.883,70.874,83.499,0.569
2013-04-08,54.803,70.817,83.809,0.5614
2013-04-09,54.558,71.013,83.177,0.5487
2013-04-10,54.578,71.317,83.529,0.5508
2013-04-11,54.513,71.085,83.45,0.5464
2013-04-12,54.298,71.138,83.493,0.5445
2013-04-15,54.513,71.411,83.636,0.5542
2013-04-16,54.543,71.132,83.354,0.5629
2013-04-17,54.148,71.284,83.082,0.554
2013-04-18,54.208,70.584,82.55,0.5524
2013-04-19,54.023,70.429,82.456,0.5495
2013-04-22,53.933,70.309,82.041,0.5413
2013-04-23,54.138,70.631,82.695,0.5452
2013-04-24,54.378,70.582,82.726,0.5448
2013-04-25,54.273,70.579,82.839,0.5452
2013-04-26,54.218,70.442,83.599,0.5452
2013-04-29,54.373,70.851,84.169,0.5546
2013-04-30,54.228,70.938,83.917,0.5534
2013-05-01,53.798,70.768,83.497,0.5524
2013-05-02,53.658,70.653,83.467,0.552
2013-05-03,53.808,70.227,83.501,0.5488
2013-05-06,53.78,70.507,83.687,0.5423
2013-05-07,54.173,70.747,84.079,0.5447
2013-05-08,54.128,70.718,83.705,0.5475
2013-05-09,54.158,71.256,84.165,0.5475
2013-05-10,54.248,70.633,83.699,0.5378
2013-05-13,54.803,71.159,84.254,0.5394
2013-05-14,54.828,71.134,83.842,0.5387
2013-05-15,54.798,70.819,83.351,0.5356
2013-05-16,54.778,70.5,83.383,0.5352
2013-05-17,54.778,70.497,83.589,0.5357
2013-05-20,54.888,70.4,83.482,0.5309
2013-05-21,55.108,70.969,84.032,0.5388
2013-05-22,55.408,71.509,83.915,0.5403
2013-05-23,55.653,71.385,83.585,0.5388
2013-05-24,55.708,71.926,84.003,0.5435
2013-05-27,55.813,72.177,84.412,0.5508
2013-05-28,55.565,71.803,83.867,0.549
2013-05-29,56.108,72.0,84.201,0.5471
2013-05-30,56.298,72.815,85.097,0.5573
2013-05-31,56.378,73.466,85.78,0.5572
2013-06-03,56.573,72.3881,84.724,0.5542
2013-06-04,56.668,74.0,86.738,0.5675
2013-06-05,56.438,73.699,86.273,0.5623
2013-06-06,56.723,74.188,87.285,0.5726
2013-06-07,56.838,75.203,88.585,0.583
2013-06-10,56.838,75.203,88.585,0.583
2013-06-11,56.838,75.203,88.585,0.583
2013-06-12,56.838,75.203,88.585,0.583
2013-06-13,57.828,77.069,90.595,0.6022
2013-06-14,57.998,77.455,91.045,0.6069
2013-06-17,57.498,76.742,90.309,0.6111
2013-06-18,58.103,77.564,91.237,0.613
2013-06-19,58.838,78.699,91.909,0.6154
2013-06-20,58.713,77.965,90.805,0.6072
2013-06-21,59.568,78.774,92.342,0.6126
2013-06-24,59.268,77.777,91.383,0.6054
2013-06-25,59.808,78.472,92.294,0.6123
2013-06-26,59.658,77.959,91.862,0.6072
2013-06-27,60.713,78.935,92.952,0.6204
2013-06-28,60.188,78.384,91.75,0.6107
2013-07-01,59.526,77.443,90.554,0.6004
2013-07-02,59.378,77.521,90.256,0.5952
2013-07-03,59.548,77.287,90.227,0.5912
2013-07-04,60.219,78.28,91.884,0.6017
2013-07-05,60.175,77.595,90.412,0.5997
2013-07-08,60.223,77.284,89.675,0.5952
2013-07-09,60.688,78.028,90.656,0.6013
2013-07-10,60.095,76.745,89.214,0.5935
2013-07-11,59.888,78.877,90.804,0.6069
2013-07-12,59.827,78.288,90.721,0.6035
2013-07-15,59.884,78.25,90.487,0.6035
2013-07-16,59.808,78.023,90.21,0.5978
2013-07-17,59.293,77.9,89.665,0.5974
2013-07-18,59.323,77.731,90.136,0.5946
2013-07-19,59.738,78.246,90.835,0.5937
2013-07-22,59.333,77.917,90.501,0.5892
2013-07-23,59.718,78.701,91.663,0.6006
2013-07-24,59.758,78.941,91.784,0.6
2013-07-25,59.127,77.918,90.424,0.5883
2013-07-26,58.958,78.187,90.599,0.5932
2013-07-29,59.06,78.492,90.924,0.6034
2013-07-30,59.412,78.728,91.059,0.6055
2013-07-31,60.808,80.591,92.599,0.6198
2013-08-01,60.63,80.857,92.244,0.6213
2013-08-02,60.433,79.773,91.28,0.6073
2013-08-05,61.098,81.15,93.403,0.6174
2013-08-06,60.877,80.635,93.385,0.6191
2013-08-07,60.783,80.822,93.199,0.6241
2013-08-08,61.203,81.577,94.741,0.6332
2013-08-09,60.724,81.178,94.261,0.6271
2013-08-12,60.672,79.4,94.078,0.6305
2013-08-13,61.37,81.573,94.854,0.6314
2013-08-14,61.45,81.512,94.936,0.626
2013-08-15,61.29,81.29,95.095,0.6263
2013-08-16,61.26,81.801,95.814,0.6312
2013-08-19,62.49,83.287,97.636,0.6398
2013-08-20,63.85,84.111,98.697,0.6464
2013-08-21,63.36,85.029,99.237,0.651
2013-08-22,64.69,85.459,100.03,0.6548
2013-08-23,64.41,85.81,100.2,0.6499
2013-08-26,64.07,85.761,99.818,0.6491
2013-08-27,64.293,86.013,100.19,0.6542
2013-08-28,66.86,88.722,102.99,0.6838
2013-08-29,67.35,91.672,106.73,0.7034
2013-08-30,67.39,88.012,103.09,0.6762
2013-09-02,66.59,87.952,103.33,0.6768
2013-09-03,66.51,86.977,102.52,0.6623
2013-09-04,68.61,89.005,105.16,0.6786
2013-09-05,66.27,88.452,104.68,0.6719
2013-09-06,66.008,86.525,102.82,0.6588
2013-09-09,65.238,85.919,101.97,0.6533
2013-09-10,64.06,86.409,102.32,0.6537
2013-09-11,63.62,84.62,100.33,0.636
2013-09-12,63.16,84.095,99.953,0.6329
2013-09-13,63.62,84.269,100.14,0.6363
2013-09-16,63.29,84.545,100.86,0.6392
2013-09-17,63.29,83.717,99.818,0.6336
2013-09-18,63.18,84.57,100.7,0.6387
2013-09-19,63.58,85.642,102.16,0.6448
2013-09-20,62.19,83.523,98.951,0.6209
2013-09-23,62.72,84.885,100.44,0.6316
2013-09-24,62.68,84.604,100.54,0.6348
2013-09-25,62.72,84.504,100.33,0.6352
2013-09-26,62.43,84.33,100.28,0.6338
2013-09-27,61.73,83.634,99.448,0.6268
2013-09-30,62.91,84.896,101.71,0.6429
2013-10-01,62.58,84.567,101.23,0.6353
2013-10-02,62.61,84.385,101.04,0.6372
2013-10-03,62.07,84.8,101.31,0.6413
2013-10-04,61.96,84.025,99.638,0.634
2013-10-07,61.38,83.286,98.416,0.6308
2013-10-08,61.38,83.841,99.379,0.6385
2013-10-09,62.03,84.176,99.769,0.6386
2013-10-10,61.81,83.508,98.55,0.6337
2013-10-11,61.61,82.922,97.936,0.6241
2013-10-14,60.99,82.678,97.38,0.6204
2013-10-15,61.38,83.37,98.216,0.6234
2013-10-16,61.83,83.534,98.75,0.6271
2013-10-17,61.45,83.398,98.339,0.6234
2013-10-18,61.1,83.48,98.645,0.6233
2013-10-21,61.24,83.783,99.029,0.6255
2013-10-22,60.62,84.131,99.26,0.6266
2013-10-23,61.19,84.875,99.984,0.6277
2013-10-24,61.52,84.795,99.469,0.6316
2013-10-25,61.45,84.819,99.542,0.6309
2013-10-28,61.44,84.82,99.355,0.6294
