Security Code,Tradingsymbol,Issuer Name
540061,BIGBLOC,BIGBLOC CONSTRUCTION 
500058,BIHSPONG,BIHAR SPONGE IRON
543653,BIKAJI,BIKAJI FOODS INTERNATIONAL LIM
526666,BIL,BHARTIYA INTERNATIONAL
543209,BILLWIN,BILLWIN INDUSTRIES 
500059,BILVYAPAR,BIL VYAPAR
505681,BIMETAL,BIMETAL BEARINGS
540148,BINDALEXPO,BINDAL EXPORTS 
535620,BINNYMILLS,BINNY MILLS
532523,BIOCON,BIOCON
524396,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTI
531752,BIOGEN,BIOGEN PHARMACHEM INDUSTRIES L
543261,BIRET,BROOKFIELD INDIA REAL ESTATE TRUST - REIT
500060,BIRLACABLE,BIRLA CABLE 
500335,BIRLACORPN,BIRLA CORPORATION
533006,BIRLACOT,BIRLA COTSYN (INDIA)
532974,BIRLAMONEY,ADITYA BIRLA MONEY
509675,BIRLANU,BIRLANU
522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES L
526709,BITS,BITS
543926,BIZOTIC,BIZOTIC COMMERCIAL 
519500,BKV,BKV INDUSTRIES
514183,BLACKROSE,BLACK ROSE INDUSTRIES
543898,BLAL,BEML LAND ASSETS 
532290,BLBLIMITED,BLB
544870,BLEL,BEHARI LAL ENGINEERING
532485,BLIL,BALMER LAWRIE INVESTMENTS
506197,BLISSGVS,BLISS GVS PHARMA
532719,BLKASHYAP,B.L.KASHYAP AND SONS
513422,BLOIN,BLOOM INDUSTRIES
540073,BLS,BLS INTERNATIONAL SERVICES
544474,BLT,BLT LOGISTICS 
506981,BLUECHIPT,BLUE CHIP TEX INDUSTRIES
539607,BLUECLOUDS,BLUE CLOUD SOFTECH SOLUTIONS L
531495,BLUECOAST,BLUE COAST HOTELS
526612,BLUEDART,BLUE DART EXPRESS
500067,BLUESTARCO,BLUE STAR
544484,BLUESTONE,BLUESTONE JEWELLERY AND LIFEST
535279,BMAL,BOTHRA METALS & ALLOYS
531420,BMBMUMG,BMB MUSIC & MAGNETICS
542669,BMW,BMW INDUSTRIES
544543,BMWVENTLTD,BMW VENTURES
526125,BNAGROCHEM,BN AGROCHEM
508136,BNALTD,B & A
523019,BNRSEC,B.N.RATHI SECURITIES
530809,BNRUDY,BNR UDYOG
524370,BODALCHEM,BODAL CHEMICALS
539122,BODHTREE,BODHTREE CONSULTING 
501430,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT
504648,BOMBWIR,BOMBAY WIRE ROPES
500020,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.
509470,BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMI
511246,BOMTALKIES,BOMBAY TALKIES
543971,BONDADA,BONDADA ENGINEERING 
543211,BONLON,BONLON INDUSTRIES
543212,BOROLTD,BOROSIL 
502219,BORORENEW,BOROSIL RENEWABLES
523398,BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMIT
500530,BOSCHLTD,BOSCH
531458,BOSTON,BOSTON COMMERCE
514440,BPAGRI,BLUE PEARL AGRIVENTURES LIMITE
500547,BPCL,BHARAT PETROLEUM CORPORATION L
500074,BPL,BPL
541096,BPLPHARMA,BHARAT PARENTERALS 
505690,BRADYM,BRADY & MORRIS ENGINEERING CO.
535693,BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE
530207,BRAWN,BRAWN BIOTECH
530249,BRIDGESE,BRIDGE SECURITIES
532929,BRIGADE,BRIGADE ENTERPRISES
544457,BRIGHOTEL,BRIGADE HOTEL VENTURES 
543831,BRIGHT,BRIGHT OUTDOOR MEDIA 
526731,BRIGHTBR,BRIGHT BROTHERS
532113,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LT
539434,BRIPORT,BRILLIANT PORTFOLIOS
500825,BRITANNIA,BRITANNIA INDUSTRIES
540700,BRNL,BHARAT ROAD NETWORK 
533543,BROOKS,BROOKS LABORATORIES
538546,BRPL,BANSAL ROOFING PRODUCTS
543543,BRRL,B-RIGHT REALESTATE
532123,BSELALGO,BSEL ALGO
544757,BSHSL,BOMBAY SUPER HYBRID SEEDS LIMI
514045,BSL,BSL
533408,BSLGOLDETF,ADITYA BIRLA SUN LIFE GOLD ETF
540008,BSLSENETFG,ADITYA BIRLA SUN LIFE BSE SENSEX ETF
532400,BSOFT,BIRLASOFT
543767,BTML,BODHI TREE MULTIMEDIA
533108,BTTL,BHILWARA TECHNICAL TEXTILES LT
544517,BUILDPRO,SHANKARA BUILDPRO 
532931,BURNPUR,BURNPUR CEMENT
517421,BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANC
532916,BVCL,BARAK VALLEY CEMENTS
531373,BYKE,THE BYKE HOSPITALITY
517236,CALCOM,CALCOM VISION
539335,CALLISTA,CALLISTA INDUSTRIES 
532386,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.
524440,CAMEXLTD,CAMEX
532834,CAMLINFINE,CAMLIN FINE SCIENCES
543523,CAMPUS,CAMPUS ACTIVEWEAR 
543232,CAMS,COMPUTER AGE MANAGEMENT SERVIC
532483,CANBK,CANARA BANK
522292,CANDOUR,CANDOUR TECHTEX
511196,CANFINHOME,CAN FIN HOMES
544583,CANHLIFE,CANARA HSBC LIFE INSURANCE COM
533267,CANTABIL,CANTABIL RETAIL INDIA
540710,CAPACITE,CAPACITE INFRAPROJECTS 
544614,CAPILLARY,CAPILLARY TECHNOLOGIES INDIA L
524742,CAPLIPOINT,CAPLIN POINT LABORATORIES
538817,CAPPIPES,CAPTAIN PIPES 
512169,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUT
509486,CAPRIHANS,CAPRIHANS INDIA
507486,CAPRO,CAPROLACTAM CHEMICALS
511505,CAPTRUST,CAPITAL TRUST
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL
534804,CARERATING,CARE RATINGS 
543621,CARGOSOL,CARGOSOL LOGISTICS 
543618,CARGOTRANS,CARGOTRANS MARITIME 
543333,CARTRADE,CARTRADE TECH 
524091,CARYSIL,CARYSIL
534732,CASPIAN,CASPIAN CORPORATE SERVICES LIM
531913,CASTORA,CASTORA AGRI COMMODITIES LIMIT
500870,CASTROLIND,CASTROL INDIA
531158,CATVISION,CATVISION 
542934,CBPL,CHANDRA BHAGAT PHARMA 
539807,CCAVENUE,AVENUESAI 
532902,CCCL,CONSOLIDATED CONSTRUCTION CONS
539091,CCDL,CONSECUTIVE COMMODITIES LIMITE
526550,CCHHL,COUNTRY CLUB HOSPITALITY AND H
519600,CCL,CCL PRODUCTS (INDIA)
531900,CCLINTER,CCL INTERNATIONAL
514336,CCME,CCME GLOBAL
500878,CEATLTD,CEAT
530789,CEEJAY,CEEJAY FINANCE
531119,CEENIK,CEENIK EXPORTS (INDIA)
514171,CEETAIN,CEETA INDUSTRIES
538734,CEINSYS,CEINSYS TECH
532695,CELEBRITY,CELEBRITY FASHIONS
532701,CELLA,CELLA SPACE
538596,CEMAINFRA,CEMANTIC INFRA-TECH
509496,CEMPRO,CEMINDIA PROJECTS 
522251,CENLUB,CENLUB INDUSTRIES
500280,CENTENKA,CENTURY ENKA
500083,CENTEXT,CENTURY EXTRUSIONS
532885,CENTRALBK,CENTRAL BANK OF INDIA
501150,CENTRUM,CENTRUM CAPITAL
517544,CENTUM,CENTUM ELECTRONICS
531099,CENTUPLE,CENTUPLE GLOBAL
532548,CENTURYPLY,CENTURY PLYBOARDS (I)
532443,CERA,CERA SANITARYWARE
500084,CESC,CESC
539991,CFEL,CONFIDENCE FUTURISTIC ENERGETE
543920,CFF,CFF FLUID CONTROL
540310,CFL,CLASSIC FILAMENTS 
531595,CGCL,CAPRI GLOBAL CAPITAL
500093,CGPOWER,CG POWER AND INDUSTRIAL SOLUTI
531489,CGVAK,CG-VAK SOFTWARE & EXPORTS
542399,CHALET,CHALET HOTELS 
530747,CHALLANI,CHALLANI CAPITAL
500085,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICAL
542627,CHANDNIMACH,CHANDNI MACHINES 
530309,CHANDRAP,CHANDRA PRABHU INTERNATIONAL L
540829,CHANDRIMA,CHANDRIMA MERCANTILES 
542678,CHCL,CIAN HEALTHCARE 
539800,CHDCHEM,CHD CHEMICALS 
530871,CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES
544450,CHEMBONDCH,CHEMBOND CHEMICALS 
543233,CHEMCON,CHEMCON SPECIALITY CHEMICALS L
540395,CHEMCRUX,CHEMCRUX ENTERPRISES 
541269,CHEMFAB,CHEMFAB ALKALIS
539230,CHEMIESYNT,CHEMIESYNTH (VAPI) 
544442,CHEMKART,CHEMKART INDIA 
543336,CHEMPLASTS,CHEMPLAST SANMAR 
537326,CHEMTECH,CHEMTECH INDUSTRIAL VALVES
539011,CHENFERRO,CHENNAI FERROUS INDUSTRIES LIM
500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION
526817,CHEVIOT,CHEVIOT CO.LTD.
544561,CHIRAHARIT,CHIRAHARIT 
532992,CHLLTD,CHL
531977,CHLOGIST,CHARTERED LOGISTICS
512301,CHMBBRW,CHAMBAL BREWERIES & DISTILLERI
531358,CHOICEIN,CHOICE INTERNATIONAL
530427,CHOKSI,CHOKSI ASIA
526546,CHOKSILA,CHOKSI LABORATORIES
511243,CHOLAFIN,CHOLAMANDALAM INVESTMENT AND F
504973,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN
519475,CHORDIA,CHORDIA FOOD PRODUCTS
540681,CHOTHANI,CHOTHANI FOODS
501833,CHOWGULSTM,CHOWGULE STEAMSHIPS
513005,CHROME,CHROME SILICON 
511696,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT
544546,CHTR,CHATTERBOX TECHNOLOGIES LIMITE
519477,CIANAGRO,CIAN AGRO IND & INFRA
532756,CIEINDIA,CIE AUTOMOTIVE INDIA 
530879,CIFL,CAPITAL INDIA FINANCE
530829,CILSEC,CIL SECURITIES
526373,CINDHO,CINDRELLA HOTELS
531283,CINDRELL,CINDRELLA FINANCIAL SERVICES L
532807,CINELINE,CINELINE INDIA
532324,CINEVISTA,CINEVISTA
500087,CIPLA,CIPLA
502445,CITADEL,CITADEL REALTY AND DEVELOPERS
531235,CITIPOR,CITIPORT FINANCIAL SERVICES LT
544753,CITIUSINVT,CITIUS TRANSNET INVESTMENT TRUST - INVIT
538786,CITIZEN,CITIZEN SOLAR 
521210,CITYMAN,CITYMAN
538674,CITYONLINE,CITY ONLINE SERVICES 
544514,CITYSQUARE,JAY AMBE SUPERMARKETS
507515,CJGEL,C.J.GELATINE PRODUCTS
543435,CLARA,CLARA INDUSTRIES
543318,CLEAN,CLEAN SCIENCE AND TECHNOLOGY L
544717,CLEANMAX,CLEAN MAX ENVIRO ENERGY SOLUTI
540403,CLEDUCATE,CL EDUCATE 
540481,CLFL,CLASSIC LEASING & FINANCE
530839,CLIOINFO,CLIO INFOTECH
530307,CLSEL,CHAMAN LAL SETIA EXPORTS LIMIT
540199,CMBL,CORPORATE MERCHANT BANKERS LIM
544833,CMLL,CALIBER MINING AND LOGISTICS L
523489,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL
544739,CMPDI,CENTRAL MINE PLANNING & DESIGN
544777,CMRGREEN,CMR GREEN TECHNOLOGIES 
543441,CMSINFO,CMS INFO SYSTEMS 
532217,CMXLTD,CMX HOLDINGS
543619,CNCRD,CONCORD CONTROL SYSTEMS LIMITE
544631,CNL,CREATIVE NEWTECH
533278,COALINDIA,COAL INDIA
520131,COARO,COASTAL ROADWAYS
501831,COASTCORP,COASTAL CORPORATION
513353,COCHINM,COCHIN MINERALS & RUTILE
540678,COCHINSHIP,COCHIN SHIPYARD 
508571,COCHMAL,COCHIN MALABAR ESTATES & INDUS
500147,COCKERILL,JOHN COCKERILL INDIA
539436,COFFEEDAY,COFFEE DAY ENTERPRISES 
532541,COFORGE,COFORGE
543064,COHANCE,COHANCE LIFESCIENCES 
531210,COLINZ,COLINZ LABORATORIES
540023,COLORCHIPS,COLORCHIPS NEW MEDIA
500830,COLPAL,COLGATE-PALMOLIVE (INDIA)
534691,COMCL,COMFORT COMMOTRADE
535267,COMFINCAP,COMFORT FINCAP
531216,COMFINTE,COMFORT INTECH
543843,COMMAND,COMMAND POLYMERS 
531041,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.
532456,COMPINFO,COMPUAGE INFOCOM
507833,COMPUPN,COMPUTER POINT
532339,COMPUSOFT,COMPUCOM SOFTWARE
543921,COMRADE,COMRADE APPLIANCES 
539986,COMSYN,COMMERCIAL SYN BAGS 
522231,CONART,CONART ENGINEERS
531344,CONCOR,CONTAINER CORPORATION OF INDIA
538965,CONCORD,CONCORD DRUGS 
543960,CONCORDBIO,CONCORD BIOTECH 
526829,CONFIPET,CONFIDENCE PETROLEUM INDIA
523844,CONSTRONIC,CONSTRONICS INFRA
543606,CONTAINE,CONTAINE TECHNOLOGIES
540597,CONTAINER,CONTAINERWAY INTERNATIONAL LIM
506935,CONTCHM,CONTINENTAL CHEMICALS
531460,CONTICON,CONTINENTAL CONTROLS
531067,CONTILI,CONTIL INDIA
523232,CONTPTR,CONTINENTAL PETROLEUMS
522295,CONTROLPR,CONTROL PRINT
524506,CORALAB,CORAL LABORATORIES
531556,CORALFINAC,CORAL INDIA FINANCE & HOUSING
544802,CORDELIA,WATERWAYS LEISURE TOURISM LIMI
532941,CORDSCABLE,CORDS CABLE INDUSTRIES
530755,CORNE,CORAL NEWSPRINTS
533167,COROENGG,COROMANDEL ENGINEERING COMPANY
506395,COROMANDEL,COROMANDEL INTERNATIONAL
544644,CORONA,CORONA REMEDIES 
530545,COSCO,COSCO (INDIA)
543928,COSMICCRF,COSMIC CRF 
523100,COSMOFE,COSMO FERRITES
508814,COSMOFIRST,COSMO FIRST 
543172,COSPOWER,COSPOWER ENGINEERING 
538922,COSYN,COSYN 
531624,COUNCODOS,COUNTRY CONDOS
533260,CPCAP,CP CAPITAL
544499,CPEDU,CAREER POINT EDUTECH 
536974,CPL,CAPTAIN POLYPLAST
542727,CPML,CITY PULSE MULTIVENTURES LIMIT
544466,CPPLUS,ADITYA INFOTECH 
538057,CPSEETF,CPSE ETF
543276,CRAFTSMAN,CRAFTSMAN AUTOMATION 
544580,CRAMC,CANARA ROBECO ASSET MANAGEMENT
538770,CRANEINFRA,CRANE INFRASTRUCTURE 
512093,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL
522001,CRANEX,CRANEX
509472,CRAVATEX,CRAVATEX
544807,CRAZY,CRAZY SNACKS
539527,CREATIVE,CREATIVE CASTINGS 
532392,CREATIVEYE,CREATIVE EYE
541770,CREDITACC,CREDITACCESS GRAMEEN
511571,CRESCENTIS,CRESCENTIS CAPITAL 
511413,CREST,CREST
526977,CRIMSON,CRIMSON METAL ENGINEERING COMP
500092,CRISIL,CRISIL
544439,CRIZAC,CRIZAC
531909,CROISSANCE,CROISSANCE
539876,CROMPTON,CROMPTON GREAVES CONSUMER ELEC
523105,CROPSTER,CROPSTER AGRO
512379,CRSL,CRESSANDA RAILWAY SOLUTIONS LI
526269,CRSTCHM,CRESTCHEM
544440,CRYOGENIC,CRYOGENIC OGS
540821,CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITE
542867,CSBBANK,CSB BANK 
538868,CSL,CONTINENTAL SECURITIES 
530067,CSLFINANCE,CSL FINANCE 
544806,CSM,CSM TECHNOLOGIES
544900,CSML,COMPLETE SPORTS AND MANAGEMENT
531380,CSURGSU,CENTENIAL SURGICAL SUTURE
540652,CTCL,CAPTAIN TECHNOCAST 
532801,CTE,CAMBRIDGE TECHNOLOGY ENTERPRIS
538476,CTL,CAPITAL TRADE LINKS
532210,CUB,CITY UNION BANK
543899,CUBEINVIT,CUBE HIGHWAYS TRUST - INVIT
526027,CUBEXTUB,CUBEX TUBINGS
511710,CUBIFIN,CUBICAL FINANCIAL SERVICES
500480,CUMMINSIND,CUMMINS INDIA
530843,CUPID,CUPID
512361,CUPIDALBV,CUPID BREWERIES AND DISTILLERI
532332,CURAA,CURA TECHNOLOGIES
543378,CWD,CWD 
531472,CYBELEIND,CYBELE INDUSTRIES
532640,CYBERMEDIA,CYBER MEDIA (INDIA)
532173,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE
532175,CYIENT,CYIENT
543933,CYIENTDLM,CYIENT DLM 
500096,DABUR,DABUR INDIA
544667,DACHEPALLI,DACHEPALLI PUBLISHERS 
526821,DAICHI,DAI-ICHI KARKARIA
530825,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA
539681,DAL,DYNAMIC ARCHISTRUCTURES LIMITE
542216,DALBHARAT,DALMIA BHARAT
500097,DALMIASUG,DALMIA BHARAT SUGAR AND INDUST
521220,DAMODARIND,DAMODAR INDUSTRIES
532329,DANLAW,DANLAW TECHNOLOGIES INDIA
540361,DANUBE,DANUBE INDUSTRIES
543651,DAPS,DAPS ADVERTISING
539770,DARJEELING,DARJEELING INDUSTRIIES
539884,DARSHANORNA,DARSHAN ORNA 
532528,DATAMATICS,DATAMATICS GLOBAL SERVICES
543428,DATAPATTNS,DATA PATTERNS (INDIA) 
519413,DATIWARE,DATIWARE MARITIME INFRA LIMITE
530171,DAULAT,DAULAT SECURITIES
543267,DAVANGERE,DAVANGERE SUGAR COMPANY LIMITE
533151,DBCORP,D B CORP
540047,DBL,DILIP BUILDCON 
543593,DBOL,DHAMPUR BIO ORGANICS 
533160,DBREALTY,VALOR ESTATE
530393,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKE
540701,DCAL,DISHMAN CARBOGEN AMCIS 
532772,DCBBANK,DCB BANK
543636,DCI,DC INFOTECH AND COMMUNICATION
502820,DCM,DCM
511611,DCMFINSERV,DCM FINANCIAL SERVICES
542729,DCMNVL,DCM NOUVELLE
523367,DCMSHRIRAM,DCM SHRIRAM
544702,DCMSIL,DCM SHRIRAM INTERNATIONAL LIMI
523369,DCMSRIND,DCM SHRIRAM INDUSTRIES
500117,DCW,DCW
543650,DCXINDIA,DCX SYSTEMS 
543547,DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMIT
542248,DECCAN,DECCAN HEALTH CARE 
502137,DECCANCE,DECCAN CEMENTS
524752,DECIPHER,DECIPHER LABS
512068,DECNGOLD,DECCAN GOLD MINES
531227,DECOMIC,DECO-MICA
531989,DECPO,DECCAN POLYPACKS
541778,DEEP,DEEP POLYMERS 
544903,DEEPA,DEEPA JEWELLERS 
539559,DEEPAI,DEEP HEALTH AI INDIA 
500645,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEM
506401,DEEPAKNTR,DEEPAK NITRITE
514030,DEEPAKSP,DEEPAK SPINNERS
543288,DEEPINDS,DEEP INDUSTRIES 
544677,DEFRAIL,DEFRAIL TECHNOLOGIES 
542679,DEL,DHANASHREE ELECTRONICS 
543529,DELHIVERY,DELHIVERY 
533452,DELPHIFX,DELPHI WORLD MONEY
539596,DELTA,DELTA INDUSTRIAL RESOURCES LIM
532848,DELTACORP,DELTA CORP
504286,DELTAMAGNT,DELTA MANUFACTURING
533137,DEN,DEN NETWORKS
537536,DENISCHEM,DENIS CHEM LAB
590031,DENORA,DE NORA INDIA
531521,DESHRAK,DESH RAKSHAK AUSHDHALAYA
531585,DEVINE,DEVINE IMPEX
543462,DEVIT,DEV INFORMATION TECHNOLOGY LIM
543848,DEVLAB,DEV LABTECH VENTURE 
544823,DEVSON,DEVSON CATALYST
544513,DEVX,DEV ACCELERATOR 
543330,DEVYANI,DEVYANI INTERNATIONAL 
539190,DFL,DECILLION FINANCE
542685,DGCONTENT,DIGICONTENT 
542155,DGL,DIKSHA GREENS 
538715,DHABRIYA,DHABRIYA POLYWOOD 
531923,DHAMPURE,DHAMPURE SPECIALITY SUGARS
500119,DHAMPURSUG,DHAMPUR SUGAR MILLS
532180,DHANBANK,DHANLAXMI BANK
512485,DHANCOT,DHANLAXMI COTEX
521151,DHANFAB,DHANLAXMI FABRICS
521216,DHANROTO,DHANALAXMI ROTO SPINNERS
512048,DHANSAFAL,DHANSAFAL FINSERVE
507717,DHANUKA,DHANUKA AGRITECH
544884,DHANWEL,DHANWEL HYBRID SEEDS 
541161,DHARAN,DHARAN INFRA-EPC
511451,DHARFIN,DHARANI FINANCE
543687,DHARMAJ,DHARMAJ CROP GUARD 
543753,DHARNI,DHARNI CAPITAL SERVICES LIMITE
540080,DHATRE,DHATRE UDYOG 
544854,DHAVAL,DHAVAL PACKAGING 
501945,DHENUBUILD,DHENU BUILDCON INFRA
544556,DHILLON,DHILLON FREIGHT CARRIER LIMITE
517514,DHINDIA,D&H INDIA
526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE
544867,DHOOTTRANS,DHOOT TRANSMISSION 
531306,DHPIND,DHP INDIA
541302,DHRUV,DHRUV CONSULTANCY SERVICES LIM
531237,DHRUVCA,DHRUVA CAPITAL SERVICES
533336,DHUNINV,DHUNSERI INVESTMENTS
539552,DHVIJAFIN,DHVIJA FINANCE
543516,DHYAANITR,DHYAANI TRADEVENTTURES
522163,DIACABS,DIAMOND POWER INFRASTRUCTURE L
500120,DIAMINESQ,DIAMINES & CHEMICALS
540724,DIAMONDYD,PRATAAP SNACKS 
530959,DIANATEA,DIANA TEA CO.LTD.
500089,DICIND,DIC INDIA
539900,DIDL,DALMIA INDUSTRIAL DEVELOPMENT
544684,DIGILOGIC,DIGILOGIC SYSTEMS
517214,DIGISPICE,DIGISPICE TECHNOLOGIES
539979,DIGJAMLMTD,DIGJAM
540151,DIKSAT,DIKSAT TRANSWORLD 
544798,DIKSHA,DIKSHA POLYMERS
531153,DILIGENT,DILIGENT INDUSTRIES
500068,DISAQ,DISA INDIA
532839,DISHTV,DISH TV INDIA
539405,DITCO,DECOROUS INVESTMENT AND TRADIN
543812,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIM
532488,DIVISLAB,DIVIS LABORATORIES
526315,DIVSHKT,DIVYASHAKTI
540699,DIXON,DIXON TECHNOLOGIES (INDIA) LIM
543193,DJML,DJ MEDIAPRINT & LOGISTICS LIMI
541299,DLCL,DR LALCHANDANI LABS
532868,DLF,DLF
533146,DLINKINDIA,D-LINK (INDIA)
504240,DLTNCBL,DELTON CABLES
540376,DMART,AVENUE SUPERMARTS 
506405,DMCC,DMCC SPECIALITY CHEMICALS LIMI
540811,DML,DIGGI MULTITRADE 
543410,DMR,DMR ENGINEERING
540789,DNAMEDIA,DILIGENT MEDIA CORPORATION LIM
543306,DODLA,DODLA DAIRY 
505526,DOLATALGO,DOLAT ALGOTECH
542013,DOLFIN,DOLFIN RUBBERS 
541403,DOLLAR,DOLLAR INDUSTRIES 
544908,DOLLEX,DOLLEX AGROTECH 
522261,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (
512519,DONEAR,DONEAR INDUSTRIES
543594,DPL,DIPNA PHARMACHEM
543962,DPWIRES,D.P. WIRES
540144,DRA,DRA CONSULTANTS
526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL
543268,DRCSYSTEMS,DRC SYSTEMS INDIA 
543591,DREAMFOLKS,DREAMFOLKS SERVICES
523618,DREDGECORP,DREDGING CORPORATION OF INDIA
531553,DRL,DISHA RESOURCES
543713,DRONACHRYA,DRONEACHARYA AERIAL INNOVATION
500124,DRREDDY,DR.REDDYS LABORATORIES
544703,DSFCL,DCM SHRIRAM FINE CHEMICALS LIM
501148,DSINVEST,DALAL STREET INVESTMENTS
523890,DSKULKARNI,D.S.KULKARNI DEVELOPERS
532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS L
538902,DTIL,DHUNSERI TEA & INDUSTRIES
534674,DUCON,DUCON INFRATECHNOLOGIES
531471,DUKEOFS,DUKE OFFSHORE
504908,DUNCANENG,DUNCAN ENGINEERING 
526355,DUROPACK,DUROPACK
516003,DUROPLY,DUROPLY INDUSTRIES
517437,DUTRON,DUTRON POLYMERS
523736,DVL,DHUNSERI VENTURES 
532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES
540795,DYCL,DYNAMIC CABLES 
505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &
524818,DYNAMIND,DYNAMIC INDUSTRIES
517238,DYNAVSN,DYNAVISION
532707,DYNPRO,DYNEMIC PRODUCTS
544783,E2E,E2E NETWORKS 
544549,EARKART,EARKART
543765,EARTH,EARTHSTAHL & ALLOYS 
543272,EASEMYTRIP,EASY TRIP PLANNERS 
507917,EASTBUILD,EAST BUILDTECH
523874,EASTINDIA,EAST INDIA DRUMS AND BARRELS M
531346,EASTRED,EASTERN TREADS
590022,EASTSILK,EASTERN SILK INDUSTRIES
540006,EASTWEST,EAST WEST FREIGHT CARRIERS
542906,EASUN,EASUN CAPITAL MARKETS 
544455,EBGNG,GNG ELECTRONICS 
531035,EBIX,EBIX
532927,ECLERX,ECLERX SERVICES
523732,ECOBOAR,ECOBOARD INDUSTRIES
539455,ECOFINITY,ECOFINITY ATOMIX
514402,ECOHOTELS,ECO HOTELS AND RESORTS
526703,ECOPLAST,ECOPLAST
530643,ECORECO,ECO RECYCLING
520081,ECSTSTL,EAST COAST STEEL
532922,EDELWEISS,EDELWEISS FINANCIAL SERVICES L
517170,EDVENSWA,EDVENSWA ENTERPRISES 
501386,EENTER,E AND E ENTERPRISES
512008,EFCIL,EFC (I)
531190,EFORU,EFORU ENTERTAINMENT
505200,EICHERMOT,EICHER MOTORS
500125,EIDPARRY,E.I.D.-PARRY (INDIA)
543518,EIGHTY,EIGHTY JEWELLERS 
523127,EIHAHOTELS,EIH ASSOCIATED HOTELS - OBEROI HOTELS
500840,EIHOTEL,EIH  - OBEROI HOTELS
540204,EIKO,EIKO LIFESCIENCES
523708,EIMCOELECO,EIMCO ELECON (INDIA)
530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.
531364,EKANSH,EKANSH CONCEPTS 
532684,EKC,EVEREST KANTO CYLINDER
543475,EKENNIS,EKENNIS SOFTWARE SERVICE LIMIT
543284,EKI,EKI ENERGY SERVICES 
532820,ELAND,E-LAND APPAREL 
513452,ELANGO,ELANGO INDUSTRIES
500123,ELANTAS,ELANTAS BECK INDIA
503681,ELCIDIN,ELCID INVESTMENTS
523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LT
505700,ELECON,ELECON ENGINEERING CO.LTD.
500128,ELECTCAST,ELECTROSTEEL CASTINGS
526608,ELECTHERM,ELECTROTHERM (INDIA)
526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTEC
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUST
544724,ELFIN,ELFIN AGRO INDIA 
531144,ELFORGE,EL FORGE
522074,ELGIEQUIP,ELGI EQUIPMENTS
543725,ELIN,ELIN ELECTRONICS 
539533,ELITECON,ELITECON INTERNATIONAL
531278,ELIXIR,ELIXIR CAPITAL 
517477,ELNET,ELNET TECHNOLOGIES
504000,ELPROINTL,ELPRO INTERNATIONAL
522027,EMAINDIA,EMA INDIA
531162,EMAMILTD,EMAMI
533208,EMAMIPAP,EMAMI PAPER MILLS
533218,EMAMIREAL,EMAMI REALTY
542602,EMBASSY,EMBASSY OFFICE PARKS REIT
532832,EMBDL,EMBASSY DEVELOPMENTS
538882,EMERALD,EMERALD FINANCE 
507265,EMERALL,EMERALD LEISURES 
506180,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS
544747,EMIAC,EMIAC TECHNOLOGIES
543626,EMIL,ELECTRONICS MART INDIA 
532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICE
533161,EMMBI,EMMBI INDUSTRIES
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION L
544608,EMMVEE,EMMVEE PHOTOVOLTAIC POWER LIMI
