Date,Client_Index_Futures_Long,Client_Index_Futures_Short,Client_Index_Futures_Net,Client_Stock_Futures_Long,Client_Stock_Futures_Short,Client_Stock_Futures_Net,Client_Index_Call_Long,Client_Index_Call_Short,Client_Index_Put_Long,Client_Index_Put_Short,DII_Index_Futures_Long,DII_Index_Futures_Short,DII_Index_Futures_Net,DII_Stock_Futures_Long,DII_Stock_Futures_Short,DII_Stock_Futures_Net,DII_Index_Call_Long,DII_Index_Call_Short,DII_Index_Put_Long,DII_Index_Put_Short,FII_Index_Futures_Long,FII_Index_Futures_Short,FII_Index_Futures_Net,FII_Stock_Futures_Long,FII_Stock_Futures_Short,FII_Stock_Futures_Net,FII_Index_Call_Long,FII_Index_Call_Short,FII_Index_Put_Long,FII_Index_Put_Short,Pro_Index_Futures_Long,Pro_Index_Futures_Short,Pro_Index_Futures_Net,Pro_Stock_Futures_Long,Pro_Stock_Futures_Short,Pro_Stock_Futures_Net,Pro_Index_Call_Long,Pro_Index_Call_Short,Pro_Index_Put_Long,Pro_Index_Put_Short,Total_Index_Futures_OI,FII_Long_Ratio_Pct
2024-08-08,396055,345219,50836,2273213,330131,1943082,4972176,5029885,3653417,4663598,70381,150571,-80190,151868,3029308,-2877440,2078,0,400995,0,268276,253383,14893,2316374,1802830,513544,915306,716365,1395899,882922,103693,89232,14461,678136,257322,420814,1621289,1764599,1805162,1708953,838405,51.43
2024-08-09,361096,322870,38226,2270173,332872,1937301,6126851,6289085,5088320,6049947,69029,150571,-81542,157891,3056046,-2898155,2078,0,414523,0,271393,249116,22277,2341456,1783259,558197,1210068,991383,1604862,1114768,95624,74585,21039,666010,263353,402657,1798752,1857281,2002300,1945290,797142,52.14
2024-08-12,374996,318994,56002,2295147,343946,1951201,7335644,7478930,6385865,7174442,69070,150571,-81501,158964,3077025,-2918061,2078,0,403823,0,266312,251257,15055,2330862,1765951,564911,1262016,1097735,1617167,1255715,84722,74278,10444,666290,264341,401949,2110868,2133941,2180415,2157113,795100,51.45
2024-08-13,428637,341414,87223,2314413,352096,1962317,10031942,9752313,5601805,6572854,69089,152701,-83612,159408,3064118,-2904710,2078,0,376323,0,261196,282432,-21236,2322954,1829595,493359,1835619,1582070,2007677,1483557,103330,85705,17625,713784,264750,449034,2517265,3052521,2219618,2149012,862252,48.05
2024-08-14,425132,335491,89641,2292866,333689,1959177,4359839,4520622,3314956,4354835,69295,153689,-84394,161731,3055107,-2893376,2078,0,355099,0,261114,291661,-30547,2334384,1859707,474677,939632,682482,1317975,806546,100762,75462,25300,719302,259780,459522,1468962,1567407,1665926,1492575,856303,47.24
2024-08-16,376101,317560,58541,2250025,318753,1931272,5298129,5842106,6147930,6778279,69813,153689,-83876,169098,3085435,-2916337,2078,0,355099,0,279636,275377,4259,2381598,1796118,585480,1341930,1067527,1689840,1293999,94474,73398,21076,667908,268323,399585,1953982,1686486,2084546,2205137,820024,50.38
2024-08-19,388516,317484,71032,2282331,331727,1950604,7242301,7339969,6496519,7149756,80231,151689,-71458,180402,3097588,-2917186,2078,0,352599,0,275278,275628,-350,2383138,1795311,587827,1383243,1308158,1663947,1317735,78567,77791,776,667598,288843,378755,2045644,2025139,2030624,2076198,822592,49.97
2024-08-20,363843,327975,35868,2263041,329357,1933684,6572811,6860785,7297752,7800169,81263,147489,-66226,190174,3116749,-2926575,2078,0,352599,0,283734,257500,26234,2396442,1774784,621658,1393095,1217154,1810866,1413656,72675,68551,4124,678956,307723,371233,1908534,1798579,2007469,2254861,801515,52.42
2024-08-21,375085,334124,40961,2295380,338270,1957110,5783153,6133731,6299637,6927346,80860,147489,-66629,196161,3152514,-2956353,2078,0,355099,0,281160,263392,17768,2424031,1799344,624687,1325995,1028972,1772511,1289901,79139,71239,7900,706816,332260,374556,1688492,1637015,1796964,2006964,816244,51.63
2024-08-22,369050,331943,37107,2308894,330532,1978362,4376782,4715721,4642934,5318498,80787,147498,-66711,189026,3160045,-2971019,2078,0,355099,0,283337,258468,24869,2399669,1801526,598143,1009143,716861,1436608,995407,82988,78253,4735,737392,342878,394514,1509468,1464889,1661891,1782627,816162,52.3
2024-08-23,372036,337614,34422,2319652,328603,1991049,5688440,6004393,5336193,6172487,80703,147498,-66795,181491,3166333,-2984842,2078,0,447870,0,291135,265518,25617,2426009,1803896,622113,1446915,1234325,1817534,1414598,86145,79389,6756,747339,375659,371680,1925545,1824260,1949952,1964464,830019,52.3
2024-08-26,364715,348870,15845,2298803,325133,1973670,6535564,7023864,6880616,7586580,80516,146298,-65782,182600,3180125,-2997525,2078,0,448370,0,308522,251173,57349,2460692,1792194,668498,1678903,1416903,2004639,1492532,79687,87099,-7412,725509,370152,355357,2191095,1966873,2020037,2274550,833440,55.12
2024-08-27,345981,345438,543,2268204,326480,1941724,6843569,7201070,6888718,7591268,83133,145898,-62765,193416,3181116,-2987700,2078,0,453370,0,325809,239523,86286,2482432,1754992,727440,1628043,1451797,1962509,1474702,77426,101490,-24064,689617,371081,318536,2136796,1957619,1984862,2223489,832349,57.63
2024-08-28,305943,353851,-47908,2304816,322984,1981832,5915144,6309708,6053531,6908486,85564,144042,-58478,211216,3191447,-2980231,2078,0,436634,0,358331,224165,134166,2474521,1787583,686938,1397162,1160514,2066482,1520074,64737,92517,-27780,691547,380086,311461,1872429,1716591,1855670,1983757,814575,61.52
2024-08-29,265869,387098,-121229,2208758,263772,1944986,4098834,4550850,4161849,4842998,83646,139836,-56190,124667,3102359,-2977692,2078,0,321334,0,373947,163803,210144,2364194,1755536,608658,926698,732006,1353418,971963,59588,92313,-32725,616405,192357,424048,1637340,1382094,1730676,1752316,783050,69.54
2024-08-30,274160,418679,-144519,2232279,280554,1951725,5397270,6000012,6211302,6794416,89823,140636,-50813,134442,3148188,-3013746,2078,0,341493,0,399075,155650,243425,2418202,1755663,662539,1401593,1021925,1839486,1404121,54467,102560,-48093,616176,216694,399482,1987908,1766912,2161431,2355175,817525,71.94
2024-09-02,289182,429309,-140127,2224921,310441,1914480,7204388,7576150,6905155,7604881,108170,140636,-32466,142003,3136486,-2994483,2078,0,417306,0,408720,175482,233238,2443080,1746938,696142,1559763,1254840,1885213,1441298,57081,117726,-60645,616992,233131,383861,2215970,2151209,2366830,2528325,863153,69.96
2024-09-03,294798,435462,-140664,2225361,337675,1887686,6743540,7325079,7230386,7855042,103103,151252,-48149,141923,3143525,-3001602,2078,0,425568,0,415094,176639,238455,2455100,1688410,766690,1545081,1239949,2030474,1586130,58986,108628,-49642,610999,263773,347226,2281592,2007263,2421635,2666891,871981,70.15
2024-09-04,312902,422885,-109983,2256611,346590,1910021,6754528,7279762,6004335,6992458,103103,149652,-46549,145780,3144163,-2998383,2078,0,558068,0,408535,188820,219715,2420647,1726767,693880,1558146,1076380,1900875,1307350,60075,123258,-63183,642349,247867,394482,2037390,1996000,2291924,2455394,884615,68.39
2024-09-05,312228,402921,-90693,2293019,347449,1945570,4709685,5177916,4338582,5350363,102894,164934,-62040,151785,3164787,-3013002,2078,0,601068,0,393437,184102,209335,2385539,1744335,641204,1122360,769546,1444659,1036981,59517,116119,-56602,673618,247390,426228,1857809,1744470,2158961,2155926,868076,68.12
2024-09-06,355215,371888,-16673,2300746,340410,1960336,8843623,8733885,5103540,6255168,96394,173189,-76795,151831,3115510,-2963679,2078,0,592068,0,356479,194371,162108,2351840,1810087,541753,1871924,1610732,1941685,1499161,58761,127401,-68640,704462,242872,461590,2595940,2968948,2496284,2379248,866849,64.71
2024-09-09,330432,360862,-30430,2317276,331313,1985963,8486723,8908461,6600471,7639324,91725,158415,-66690,152327,3115590,-2963263,2078,0,599842,0,355666,199631,156035,2338480,1830411,508069,1904728,1368171,1980725,1370300,55725,114640,-58915,713234,244003,469231,2287745,2404642,2458874,2630288,833548,64.05
2024-09-10,315250,356814,-41564,2328844,321517,2007327,7879794,8363423,6852458,7859885,91725,157428,-65703,156298,3096234,-2939936,2078,0,614842,0,357004,199260,157744,2320119,1860780,459339,1873804,1352651,2048112,1443040,50127,100604,-50477,720537,247267,473270,2199525,2239127,2436385,2648872,814106,64.18
2024-09-11,323417,363952,-40535,2338394,337887,2000507,7607064,7851524,5202819,6442919,89377,157428,-68051,162025,3067459,-2905434,2078,0,604842,0,354524,203066,151458,2321764,1908014,413750,1714545,1282117,1906489,1362419,59866,102738,-42872,763572,272395,491177,2158788,2348834,2247146,2155958,827184,63.58
2024-09-12,302760,393619,-90859,2250707,361460,1889247,4095406,4798248,5162425,5960465,88321,165628,-77307,169006,3033707,-2864701,2078,0,615842,0,402674,211867,190807,2398893,1791318,607575,1180611,707234,1616873,1195805,80423,103064,-22641,698833,330954,367879,1832826,1605439,2020218,2259088,874178,65.52
2024-09-13,300885,405206,-104321,2265132,350557,1914575,5935885,6342579,6733103,7461647,102582,163636,-61054,179854,3040294,-2860440,2078,0,624592,0,405213,195902,209311,2377559,1834471,543088,1441531,1039295,1939766,1508079,65279,109215,-43936,720818,318041,402777,1802016,1799636,2062495,2390230,873959,67.41
2024-09-16,288036,403576,-115540,2294410,338823,1955587,6917761,7215632,7631412,8159595,102244,158612,-56368,182982,3050893,-2867911,2078,0,629592,0,406141,192689,213452,2353337,1865335,488002,1413387,1114315,1831532,1555787,59545,101089,-41544,751156,326834,424322,2028166,2031445,2283216,2660370,855966,67.82
2024-09-17,269274,407075,-137801,2303960,342073,1961887,6980448,7237212,7701412,8204984,103965,158212,-54247,183611,3060898,-2877287,2078,0,629592,0,412734,192482,220252,2359064,1876543,482521,1382115,1125754,1897341,1664021,62050,90254,-28204,762512,329633,432879,1995495,1997170,2304636,2663976,848023,68.2
2024-09-18,237848,390171,-152323,2259998,338581,1921417,6174665,6466574,5785058,6593745,105565,157892,-52327,186219,3053168,-2866949,2078,0,626492,0,433451,195964,237487,2368226,1858514,509712,1566606,1208891,1978878,1622401,53973,86810,-32837,775364,339544,435820,2031756,2099640,2169555,2343837,830837,68.87
2024-09-19,254543,397417,-142874,2238816,335805,1903011,5118880,5612837,4802258,5794705,106353,157892,-51539,186224,3089727,-2903503,2078,0,626492,0,426551,203090,223461,2401334,1844371,556963,1440858,941013,1746916,1254156,61889,90937,-29048,808534,365005,443529,1802371,1810337,1915028,2041833,849336,67.75
2024-09-20,248293,499342,-251049,2172286,378494,1793792,5318133,6350833,7411174,8263880,108034,157892,-49858,206538,3081313,-2874775,2078,0,626492,0,525502,166440,359062,2577289,1812062,765227,1868651,1047720,2545703,1834788,69029,127184,-58155,763644,447888,315756,2064025,1854334,2310124,2794825,950858,75.95
2024-09-23,255021,510163,-255142,2160475,366629,1793846,6878535,7689605,9226782,9709277,108002,153582,-45580,216659,3082736,-2866077,2078,0,488516,0,538431,178626,359805,2566415,1794023,772392,2085685,1203186,2819999,2057301,66591,125674,-59083,725244,425405,299839,2084646,2158153,2592584,3361303,968045,75.09
2024-09-24,272125,514371,-242246,2163412,356838,1806574,7636354,8167052,9041265,9469256,107949,153582,-45633,221206,3108522,-2887316,2078,0,384551,0,548313,209755,338558,2577102,1766364,810738,2165604,1397622,2811555,2139894,76794,127473,-50679,678705,408701,270004,1990715,2230077,2351557,2979778,1005181,72.33
2024-09-25,259328,492037,-232709,2185789,337119,1848670,6181437,7017067,7395628,7987438,108133,155082,-46949,230556,3119711,-2889155,2078,0,292540,0,523481,171430,352051,2530899,1761205,769694,1849223,1104203,2612220,1945540,56558,128951,-72393,662993,392202,270791,1906447,1817915,2105909,2473319,947500,75.33
2024-09-26,263030,500031,-237001,2053393,291947,1761446,4103265,4759722,5084598,5443137,100107,154732,-54625,101740,3039019,-2937279,2078,0,197993,0,449102,113055,336047,2534501,1650287,884214,1252753,763169,1552760,1246195,68862,113283,-44421,512737,221118,291619,1590655,1425860,1743829,1889848,881101,79.89
2024-09-27,265727,515298,-249571,2068107,289986,1778121,6855267,7495979,6083368,6775678,100190,154732,-54542,104333,3122378,-3018045,2078,0,197993,0,467414,106367,361047,2589412,1655052,934360,1955972,1134071,2148632,1531833,60508,117442,-56934,531366,225802,305564,2026190,2209457,2120473,2242955,893839,81.46
2024-09-30,261530,453932,-192402,2149018,274443,1874575,9440283,9522711,5928276,6611414,100326,156842,-56516,106446,3160201,-3053755,2078,0,182993,0,443666,105239,338427,2566428,1744754,821674,2397827,1739058,2378254,1845479,31659,121168,-89509,573832,216326,357506,2799960,3378379,2271457,2304087,837181,80.83
2024-10-01,268540,444941,-176401,2189002,278512,1910490,7495096,7937737,5209887,5995144,100392,160691,-60299,106823,3195728,-3088905,2078,0,182993,0,429647,111510,318137,2559442,1758864,800578,1900926,1269330,2121100,1532343,35151,116588,-81437,588859,211022,377837,1925671,2116704,1802689,1789182,833730,79.39
2024-10-03,331320,371655,-40335,2265568,263380,2002188,6023609,6166641,3943992,4792508,99692,166404,-66712,105342,3262548,-3157206,2078,0,170187,0,331756,168901,162855,2495456,1781399,714057,1499927,1051125,1555236,1040980,65441,121249,-55808,646144,205183,440961,1902537,2210385,1840091,1676018,828209,66.26
2024-10-04,381416,350097,31319,2272194,247547,2024647,9169589,9629733,4674832,5904155,98432,175873,-77441,106272,3298445,-3192173,2078,0,167418,0,304662,221675,82987,2481915,1802869,679046,2329790,1598613,2036459,1216258,79706,116571,-36865,682786,194306,488480,2454432,2727543,2033021,1791317,864216,57.88
2024-10-07,440566,325416,115150,2263198,247972,2015226,10127231,10256686,5122045,6306012,99853,186163,-86310,109169,3371235,-3262066,2078,0,152418,0,259401,294125,-34724,2579765,1839738,740027,2596228,1899557,2158670,1269129,110425,104541,5884,705623,198810,506813,2492015,3061309,2104758,1962750,910245,46.86
2024-10-08,451000,314163,136837,2276930,247429,2029501,9725623,10045635,6056450,7139245,113665,183924,-70259,112681,3372687,-3260006,2078,0,162418,0,245042,320037,-74995,2567838,1846691,721147,2569151,1743893,2318230,1264031,103404,94987,8417,703189,193831,509358,2242486,2749810,2106492,2240314,913111,43.36
2024-10-09,479181,309609,169572,2293836,261999,2031837,8676407,8968359,5402498,6511458,117861,183655,-65794,114197,3346037,-3231840,2078,0,164418,0,214566,343275,-128709,2567949,1877147,690802,2086362,1421265,2084230,1177635,115696,90765,24931,705458,196257,509201,2135933,2511156,2079018,2041071,927304,38.46
2024-10-10,495934,313990,181944,2335365,267870,2067495,5491121,5625910,4433470,5213921,118274,183655,-65381,115503,3364829,-3249326,2078,0,164418,0,190809,346255,-155446,2536617,1867051,669566,1360568,1069005,1643475,1218863,124380,85497,38883,710991,198726,512265,1704087,1862939,1898538,1707117,929397,35.53
2024-10-11,502780,314259,188521,2323483,266589,2056894,7321851,7557788,5098996,5986430,117837,183730,-65893,116479,3375530,-3259051,2078,0,164418,0,190569,340866,-150297,2534672,1823537,711135,1838399,1365295,1753651,1165777,114408,86739,27669,699691,208669,491022,2054949,2294194,1960174,1825032,925594,35.86
2024-10-14,490913,300389,190524,2347920,275497,2072423,7365504,7719042,6546621,7196728,116664,183714,-67050,117995,3391114,-3273119,2078,0,164418,0,183529,333716,-150187,2527425,1822741,704684,1926728,1424952,1791370,1244668,104649,77936,26713,717979,221967,496012,2026360,2176676,2159004,2220017,895755,35.48
2024-10-15,500275,306840,193435,2379886,283098,2096788,8524790,8745513,6428777,7199688,115427,184380,-68953,121415,3396597,-3275182,2078,0,160418,0,178874,336543,-157669,2508977,1837399,671578,2058114,1576594,1773561,1191189,110566,77379,33187,736555,229739,506816,2250288,2513163,2213337,2185216,905142,34.7
2024-10-16,511367,310802,200565,2402718,285525,2117193,8029339,8351678,5197140,6342845,113267,184521,-71254,120882,3418257,-3297375,2078,0,160418,0,170276,338380,-168104,2508317,1851271,657046,1916029,1261969,1922808,1021036,118610,79817,38793,756023,232887,523136,2023674,2357473,2071815,1988300,913520,33.48
2024-10-17,528833,315055,213778,2403629,294580,2109049,6211279,6261611,3944928,4995608,113667,184743,-71076,125554,3431148,-3305594,2078,0,176418,0,164379,334199,-169820,2523515,1860331,663184,1414100,1076595,1579638,910936,111718,84600,27118,778351,244990,533361,1799011,2088262,1893376,1687816,918597,32.97
2024-10-18,510454,292809,217645,2382553,281813,2100740,6411606,6829540,5919575,6581390,113452,183476,-70024,133852,3470094,-3336242,2078,0,176418,0,165441,327449,-162008,2524036,1817740,706296,1773823,1331138,1983391,1444350,93492,79105,14387,776339,247133,529206,1931297,1958126,2230768,2284412,882839,33.57
2024-10-21,507617,276723,230894,2371011,285805,2085206,8695677,8651619,6190668,7008765,114025,184449,-70424,140646,3437122,-3296476,2078,0,176918,0,162044,329758,-167714,2495682,1822088,673594,1902736,1552658,2078384,1463892,88312,81068,7244,789433,251757,537676,2196433,2592647,2174479,2147792,871998,32.95
2024-10-22,512408,292355,220053,2334645,280835,2053810,9805904,9585169,5418227,6404324,115402,181080,-65678,142866,3444196,-3301330,2078,0,172014,0,156307,327123,-170816,2524773,1840289,684484,2094584,1796783,1998733,1361162,111374,94933,16441,814187,251151,563036,2572349,3092963,2078421,1901909,895491,32.33
2024-10-23,508875,288721,220154,2312298,295620,2016678,7997188,8132371,5442423,6378445,122433,181110,-58677,143864,3467970,-3324106,2078,0,172014,0,159701,329636,-169935,2577110,1815257,761853,1848703,1396138,2038762,1302175,98122,89664,8458,808808,263233,545575,2099580,2419040,1939218,1911797,889131,32.64
2024-10-24,512833,281309,231524,2311184,301440,2009744,5361109,5586712,4491731,5283655,122283,180947,-58664,145582,3484860,-3339278,2078,0,172034,0,170416,317647,-147231,2605754,1801014,804740,1594624,1241345,1883261,1320711,85334,110963,-25629,810532,285738,524794,1640262,1770016,1713228,1655888,890866,34.92
2024-10-25,513557,266942,246615,2248022,281126,1966896,7770194,7875407,5011584,5938336,122613,177190,-54577,147033,3501685,-3354652,2078,0,173582,0,178849,308326,-129477,2703745,1838179,865566,2166803,1830661,2414928,1704354,71594,134155,-62561,815453,293263,522190,2182520,2415527,1866429,1823833,886613,36.71
2024-10-28,468401,244489,223912,2221939,280020,1941919,7982791,8385355,6326589,7168042,122536,180142,-57606,146576,3517823,-3371247,2078,0,171657,0,192641,286433,-93792,2732186,1815621,916565,2376170,1730736,2494866,1599301,69585,142099,-72514,801650,288887,512763,2110550,2355498,2033511,2259280,853163,40.21
2024-10-29,456147,259728,196419,2243028,288682,1954346,7312723,7843696,7615313,8256494,126553,180128,-53575,152608,3513871,-3361263,2078,0,180923,0,184030,275431,-91401,2758739,1819936,938803,2300690,1652369,2875664,1968779,78699,130142,-51443,778058,309944,468114,2007164,2126590,2369000,2815627,845429,40.05
2024-10-30,448032,246671,201361,2259785,265926,1993859,7485961,7725094,5761105,6761010,138625,180128,-41503,156643,3537886,-3381243,2078,0,175749,0,151650,273674,-122024,2729592,1797820,931772,1982411,1462102,2433724,1572022,64246,102080,-37834,754891,299279,455612,1840099,2123353,1906687,1944233,802553,35.66
2024-10-31,435068,221913,213155,2197337,210022,1987315,5241588,5472378,3502731,4653411,138161,170049,-31888,66021,3425080,-3359059,2078,0,171381,0,61521,214748,-153227,2654268,1680736,973532,1455970,1142284,1683734,947463,64673,92713,-28040,560236,162024,398212,1724087,1809061,1872602,1629574,699423,22.27
2024-11-01,437845,231188,206657,2472949,263653,2209296,5740024,6075515,4011299,5141197,138161,170049,-31888,69143,3880933,-3811790,2078,0,171381,0,62288,213895,-151607,3024619,1878293,1146326,1482255,1153998,1707605,996506,67851,91013,-23162,641762,185594,456168,1925338,1920182,2076552,1829134,706145,22.55
2024-11-04,471218,239191,232027,2486756,276263,2210493,7738780,7783624,5036885,5937629,139273,170364,-31091,71052,3857181,-3786129,2078,0,167881,0,71681,232568,-160887,3023303,1902296,1121007,1906482,1495229,1911832,1223085,61555,101604,-40049,654190,199561,454629,2197531,2566018,1991387,1947271,743727,23.56
2024-11-05,453896,229059,224837,2471580,289492,2182088,6522563,6917757,5940329,6601557,139788,170364,-30576,91587,3856567,-3764980,2078,0,160881,0,85528,236377,-150849,3049417,1897026,1152391,2067545,1449931,2233609,1430571,50537,93949,-43412,637229,206728,430501,1981973,2206471,2035277,2337968,729749,26.57
2024-11-06,460284,233728,226556,2488224,289879,2198345,6975465,7134812,6120106,6873088,140230,170017,-29787,111495,3852011,-3740516,2078,0,180881,0,83187,238576,-155389,3028001,1893871,1134130,2253829,1621355,2285525,1347312,53768,95148,-41380,629418,221377,408041,1818857,2294062,1987394,2353506,737469,25.85
2024-11-07,487991,235656,252335,2552031,286612,2265419,5620965,5546307,4001914,4888371,140199,169520,-29321,113415,3830113,-3716698,2078,0,170881,0,83698,257780,-174082,2988614,1965479,1023135,1521925,1226990,1645426,914756,50613,99545,-48932,650227,222083,428144,1703650,2075321,1700132,1715226,762501,24.51
2024-11-08,482715,235575,247140,2559541,298013,2261528,7652100,7599289,5065714,6032266,140583,169520,-28937,116365,3822775,-3706410,2078,0,177586,0,82969,261867,-178898,2999405,1993777,1005628,1895634,1523795,2089607,1273558,58509,97814,-39305,671221,231967,439254,2047856,2474584,1974814,2001897,764776,24.06
2024-11-11,465621,239143,226478,2558089,296682,2261407,8124594,8154609,6073367,6871802,140428,169520,-29092,119720,3810116,-3690396,2078,0,177655,0,85802,260508,-174706,2974813,2008469,966344,1913511,1556361,2165875,1455069,67646,90326,-22680,709530,246885,462645,2329928,2659141,2398547,2488573,759497,24.78
2024-11-12,494412,259867,234545,2554801,299193,2255608,9914264,9546120,5294681,6311955,140377,169520,-29143,121225,3785976,-3664751,2078,0,181303,0,86641,272013,-185372,2962882,2044216,918666,2172106,1919876,2256226,1509251,87307,107337,-20030,744826,254349,490477,3108001,3730453,2491732,2402736,808737,24.16
2024-11-13,531805,257055,274750,2509312,295335,2213977,8517802,8350028,4805312,5863857,141646,169520,-27874,121453,3793107,-3671654,2078,0,185303,0,85875,298449,-212574,2994109,2039999,954110,2065543,1721265,2436007,1593516,74396,108698,-34302,768783,265216,503567,2804842,3318972,2384078,2353327,833722,22.34
2024-11-14,548747,257619,291128,2505729,287507,2218222,5503920,5617892,3848053,4938224,142646,169520,-26874,126376,3792092,-3665716,2078,0,186915,0,92998,314348,-221350,2988718,2048195,940523,1600003,1260485,1877055,1118338,61907,104811,-42904,773002,266031,506971,2107248,2334872,2028685,1884146,846298,22.83
2024-11-18,547758,251527,296231,2495285,294192,2201093,7335797,7474801,5506107,6406834,143842,169011,-25169,129643,3795166,-3665523,2078,0,187303,0,97834,315726,-217892,3004899,2044418,960481,1868262,1604776,2013197,1380160,55775,108945,-53170,783277,279328,503949,2646788,2773348,2546585,2466198,845209,23.66
2024-11-19,516527,231285,285242,2445424,299549,2145875,6981201,7496833,4944339,6187419,143692,169011,-25319,136388,3784309,-3647921,2078,0,188303,0,99713,291250,-191537,3038722,1999560,1039162,1977287,1491173,2077909,1268989,53340,121726,-68386,761310,298426,462884,2696247,2668807,2658546,2412689,813272,25.5
2024-11-21,523696,242639,281057,2461768,299236,2162532,5488051,5566407,4259949,5060028,142027,168911,-26884,140819,3769831,-3629012,2078,0,183303,0,99807,300868,-201061,2999364,2016374,982990,1297482,1126962,1729509,1175517,60905,114017,-53112,802655,319165,483490,2035194,2129436,1994167,1931383,826435,24.91
2024-11-22,467349,229464,237885,2385335,283250,2102085,5319995,6064513,6068295,6805551,142886,168411,-25525,145500,3785943,-3640443,2376,0,202915,0,129293,283642,-154349,3102622,1928869,1173753,1823355,1298411,2376013,1676479,53962,111973,-58011,735978,371373,364605,2317882,2100684,2639484,2804677,793490,31.31
2024-11-25,406347,227383,178964,2351912,303898,2048014,6971418,7487797,7770183,8141639,144437,164311,-19874,184072,3781707,-3597635,2094,0,222915,0,150611,259298,-108687,3237846,1994232,1243614,2111627,1564740,2524494,1934527,53092,103495,-50403,719132,413125,306007,2587788,2620390,2998553,3439979,754487,36.74
2024-11-26,392573,218813,173760,2366304,302503,2063801,7410304,7881039,7668519,8263106,145301,164311,-19010,186701,3789283,-3602582,1494,0,247915,0,142108,265172,-123064,3171031,1929768,1241263,2156037,1642418,2492606,1847060,59460,91146,-31686,694512,396994,297518,2598373,2642751,2788866,3087740,739442,34.89
2024-11-27,379753,203234,176519,2377531,299921,2077610,5783296,6383636,6172587,6955077,144615,163911,-19296,200026,3812836,-3612810,196,0,252915,0,156979,292902,-135923,3153318,1896809,1256509,1859911,1293467,1985360,1331794,60689,81989,-21300,695890,417199,278691,2045084,2011384,2397744,2521735,742036,34.89
2024-11-28,409800,226466,183334,2393265,243877,2149388,4560546,4548874,3387882,4249066,143977,155211,-11234,98688,3804907,-3706219,164,0,222906,0,112880,231385,-118505,2928170,1834884,1093286,927334,849332,1296235,802764,45951,99546,-53595,655933,192388,463545,1665846,1755684,1776772,1631965,712608,32.79
2024-11-29,404075,222300,181775,2432298,266331,2165967,5232213,5603860,5096249,5776537,143472,155211,-11739,103430,3876030,-3772600,0,0,222906,0,112318,227331,-115013,2990584,1837651,1152933,1145458,1002731,1401211,955894,45673,100696,-55023,670989,217289,453700,2107124,1878204,2090295,2078230,705538,33.07
2024-12-02,409503,228922,180581,2475089,283217,2191872,6112451,6842743,6823264,7755677,144473,155211,-10738,105665,3913065,-3807400,0,0,232906,0,116731,241085,-124354,3013704,1836310,1177394,1585098,1071006,1923448,1141685,59704,105193,-45489,684891,246757,438134,2569804,2353604,2919481,3001737,730411,32.62
2024-12-03,391364,232267,159097,2492231,307209,2185022,6189749,7087686,7826092,8677704,143657,155230,-11573,109095,3895445,-3786350,0,0,252906,0,123612,220999,-97387,3013372,1839316,1174056,1758658,1176768,2055146,1255627,61857,111994,-50137,688554,261282,427272,2792671,2476624,3177655,3378468,720490,35.87
2024-12-04,387226,248644,138582,2539279,320036,2219243,6952479,7872529,7883704,8789178,143766,155230,-11464,118937,3856982,-3738045,0,0,262906,0,132697,215260,-82563,2945000,1848526,1096474,2035183,1377383,2296439,1453937,63890,108445,-44555,733367,311039,422328,3083340,2821090,3282185,3482119,727579,38.14
2024-12-05,341307,242291,99016,2490270,333398,2156872,3941314,4270182,4639650,5159388,146768,156230,-9462,125464,3843948,-3718484,0,0,262906,0,160638,206035,-45397,3052220,1858140,1194080,1231275,944281,1562527,1030221,58668,102825,-44157,694152,326620,367532,1867629,1825755,1986438,2261912,707381,43.81
2024-12-06,357851,251072,106779,2540140,342523,2197617,6534731,6725059,6272021,6825493,147600,154230,-6630,141203,3875716,-3734513,0,0,262906,0,163290,202731,-39441,3065987,1896276,1169711,1664875,1370665,1842955,1285021,59953,120661,-60708,709695,342510,367185,2165036,2268918,2305157,2572525,728694,44.61
2024-12-09,368817,250399,118418,2610214,344065,2266149,8576026,8468099,7090063,7629129,145217,153747,-8530,142983,3870756,-3727773,0,0,262906,0,162875,200569,-37694,3009969,1952784,1057185,2023370,1802218,2082961,1553914,52567,124761,-72194,748294,343855,404439,2499283,2828362,2494501,2747388,729476,44.81
2024-12-10,375004,251696,123308,2634837,348968,2285869,9357441,9154414,7393792,7846036,146510,153847,-7337,147266,3873717,-3726451,0,0,262906,0,156406,203158,-46752,2992704,1963319,1029385,2095794,2010235,2176958,1805920,51806,121025,-69219,761173,349976,411197,2705119,2993705,2649175,2830875,729726,43.5
2024-12-11,377791,253616,124175,2655663,351000,2304663,9742231,9218256,8175138,8238508,145400,153407,-8007,151382,3880497,-3729115,0,0,262906,0,156850,204618,-47768,2978937,1975872,1003065,2643963,2532816,2166226,1827336,49572,117972,-68400,773542,352155,421387,2826544,3461666,2762609,3301035,729613,43.39
2024-12-12,390151,254606,135545,2700124,335745,2364379,5271630,5349372,4582661,5245798,144748,152967,-8219,156307,3897145,-3740838,0,0,261254,0,135205,203286,-68081,2951016,2027822,923194,1278105,1162745,1530963,1144661,54017,113262,-59245,800260,346995,453265,2103047,2140665,2023716,2008135,724121,39.94
